Year,Quarter,Month,Day,Median of REFERFILE_DAYS,PRETRIAL
2017,Qtr 2,June,28,0,Detained
2017,Qtr 2,June,28,2,ROR/Bonded
2017,Qtr 2,June,29,0,Detained
2017,Qtr 2,June,29,0,ROR/Bonded
2017,Qtr 2,June,30,0,Detained
2017,Qtr 2,June,30,7,ROR/Bonded
2017,Qtr 3,July,3,0,Detained
2017,Qtr 3,July,3,2,ROR/Bonded
2017,Qtr 3,July,5,1,Detained
2017,Qtr 3,July,5,13,ROR/Bonded
2017,Qtr 3,July,6,0,Detained
2017,Qtr 3,July,6,20,ROR/Bonded
2017,Qtr 3,July,7,3,Detained
2017,Qtr 3,July,7,4,ROR/Bonded
2017,Qtr 3,July,10,0,Detained
2017,Qtr 3,July,10,5,ROR/Bonded
2017,Qtr 3,July,11,0,Detained
2017,Qtr 3,July,11,15,ROR/Bonded
2017,Qtr 3,July,12,0,Detained
2017,Qtr 3,July,12,2,ROR/Bonded
2017,Qtr 3,July,13,0,Detained
2017,Qtr 3,July,13,14,ROR/Bonded
2017,Qtr 3,July,14,3,Detained
2017,Qtr 3,July,14,15,ROR/Bonded
2017,Qtr 3,July,15,17,ROR/Bonded
2017,Qtr 3,July,17,0,Detained
2017,Qtr 3,July,17,1,ROR/Bonded
2017,Qtr 3,July,18,0,Detained
2017,Qtr 3,July,18,1,ROR/Bonded
2017,Qtr 3,July,19,0,Detained
2017,Qtr 3,July,19,1,ROR/Bonded
2017,Qtr 3,July,20,0,Detained
2017,Qtr 3,July,20,12,ROR/Bonded
2017,Qtr 3,July,21,0,Detained
2017,Qtr 3,July,21,7,ROR/Bonded
2017,Qtr 3,July,24,0,Detained
2017,Qtr 3,July,24,2,ROR/Bonded
2017,Qtr 3,July,25,0,Detained
2017,Qtr 3,July,25,8,ROR/Bonded
2017,Qtr 3,July,26,0,Detained
2017,Qtr 3,July,26,6,ROR/Bonded
2017,Qtr 3,July,27,1,Detained
2017,Qtr 3,July,27,9,ROR/Bonded
2017,Qtr 3,July,28,0,Detained
2017,Qtr 3,July,28,19,ROR/Bonded
2017,Qtr 3,July,31,0,Detained
2017,Qtr 3,July,31,8,ROR/Bonded
2017,Qtr 3,August,1,0,Detained
2017,Qtr 3,August,1,8,ROR/Bonded
2017,Qtr 3,August,2,0,Detained
2017,Qtr 3,August,2,1,ROR/Bonded
2017,Qtr 3,August,3,0,Detained
2017,Qtr 3,August,3,13,ROR/Bonded
2017,Qtr 3,August,4,0,Detained
2017,Qtr 3,August,4,11,ROR/Bonded
2017,Qtr 3,August,5,10,ROR/Bonded
2017,Qtr 3,August,6,57,Detained
2017,Qtr 3,August,7,0,Detained
2017,Qtr 3,August,7,2,ROR/Bonded
2017,Qtr 3,August,8,1,Detained
2017,Qtr 3,August,8,10,ROR/Bonded
2017,Qtr 3,August,9,0,Detained
2017,Qtr 3,August,9,8,ROR/Bonded
2017,Qtr 3,August,10,0,Detained
2017,Qtr 3,August,10,5,ROR/Bonded
2017,Qtr 3,August,11,0,Detained
2017,Qtr 3,August,11,7,ROR/Bonded
2017,Qtr 3,August,12,31,Detained
2017,Qtr 3,August,13,3,ROR/Bonded
2017,Qtr 3,August,14,0,Detained
2017,Qtr 3,August,14,7,ROR/Bonded
2017,Qtr 3,August,15,0,Detained
2017,Qtr 3,August,15,6,ROR/Bonded
2017,Qtr 3,August,16,0,Detained
2017,Qtr 3,August,16,1,ROR/Bonded
2017,Qtr 3,August,17,0,Detained
2017,Qtr 3,August,17,5,ROR/Bonded
2017,Qtr 3,August,18,0,Detained
2017,Qtr 3,August,18,4,ROR/Bonded
2017,Qtr 3,August,21,0,Detained
2017,Qtr 3,August,21,4,ROR/Bonded
2017,Qtr 3,August,22,0,Detained
2017,Qtr 3,August,22,6,ROR/Bonded
2017,Qtr 3,August,23,0,Detained
2017,Qtr 3,August,23,5,ROR/Bonded
2017,Qtr 3,August,24,0,Detained
2017,Qtr 3,August,24,15,ROR/Bonded
2017,Qtr 3,August,25,0,Detained
2017,Qtr 3,August,25,6,ROR/Bonded
2017,Qtr 3,August,26,10,Detained
2017,Qtr 3,August,26,11,ROR/Bonded
2017,Qtr 3,August,27,5,Detained
2017,Qtr 3,August,27,4,ROR/Bonded
2017,Qtr 3,August,28,0,Detained
2017,Qtr 3,August,28,10,ROR/Bonded
2017,Qtr 3,August,29,0,Detained
2017,Qtr 3,August,29,8,ROR/Bonded
2017,Qtr 3,August,30,0,Detained
2017,Qtr 3,August,30,4,ROR/Bonded
2017,Qtr 3,August,31,0,Detained
2017,Qtr 3,August,31,3,ROR/Bonded
2017,Qtr 3,September,1,0,Detained
2017,Qtr 3,September,1,388,ROR/Bonded
2017,Qtr 3,September,2,10,ROR/Bonded
2017,Qtr 3,September,3,5,ROR/Bonded
2017,Qtr 3,September,5,0,Detained
2017,Qtr 3,September,5,3,ROR/Bonded
2017,Qtr 3,September,6,0,Detained
2017,Qtr 3,September,6,9,ROR/Bonded
2017,Qtr 3,September,7,0,Detained
2017,Qtr 3,September,7,15,ROR/Bonded
2017,Qtr 3,September,8,0,Detained
2017,Qtr 3,September,8,4,ROR/Bonded
2017,Qtr 3,September,9,16,Detained
2017,Qtr 3,September,9,10,ROR/Bonded
2017,Qtr 3,September,10,18,Detained
2017,Qtr 3,September,10,15,ROR/Bonded
2017,Qtr 3,September,11,0,Detained
2017,Qtr 3,September,11,2,ROR/Bonded
2017,Qtr 3,September,12,0,Detained
2017,Qtr 3,September,12,4,ROR/Bonded
2017,Qtr 3,September,13,0,Detained
2017,Qtr 3,September,13,1,ROR/Bonded
2017,Qtr 3,September,14,0,Detained
2017,Qtr 3,September,14,1,ROR/Bonded
2017,Qtr 3,September,15,0,Detained
2017,Qtr 3,September,15,5,ROR/Bonded
2017,Qtr 3,September,16,18,Detained
2017,Qtr 3,September,16,4,ROR/Bonded
2017,Qtr 3,September,17,17,Detained
2017,Qtr 3,September,18,0,Detained
2017,Qtr 3,September,18,9,ROR/Bonded
2017,Qtr 3,September,19,0,Detained
2017,Qtr 3,September,19,8,ROR/Bonded
2017,Qtr 3,September,20,0,Detained
2017,Qtr 3,September,20,2,ROR/Bonded
2017,Qtr 3,September,21,0,Detained
2017,Qtr 3,September,21,8,ROR/Bonded
2017,Qtr 3,September,22,0,Detained
2017,Qtr 3,September,22,0,ROR/Bonded
2017,Qtr 3,September,23,18,Detained
2017,Qtr 3,September,23,6,ROR/Bonded
2017,Qtr 3,September,25,0,Detained
2017,Qtr 3,September,25,2,ROR/Bonded
2017,Qtr 3,September,26,0,Detained
2017,Qtr 3,September,26,1,ROR/Bonded
2017,Qtr 3,September,27,0,Detained
2017,Qtr 3,September,27,5,ROR/Bonded
2017,Qtr 3,September,28,0,Detained
2017,Qtr 3,September,28,1,ROR/Bonded
2017,Qtr 3,September,29,2,Detained
2017,Qtr 3,September,29,16,ROR/Bonded
2017,Qtr 3,September,30,23,ROR/Bonded
2017,Qtr 4,October,1,1,ROR/Bonded
2017,Qtr 4,October,2,0,Detained
2017,Qtr 4,October,2,0,ROR/Bonded
2017,Qtr 4,October,3,0,Detained
2017,Qtr 4,October,3,21,ROR/Bonded
2017,Qtr 4,October,4,0,Detained
2017,Qtr 4,October,4,20,ROR/Bonded
2017,Qtr 4,October,5,0,Detained
2017,Qtr 4,October,5,1,ROR/Bonded
2017,Qtr 4,October,6,0,Detained
2017,Qtr 4,October,6,7,ROR/Bonded
2017,Qtr 4,October,7,10,ROR/Bonded
2017,Qtr 4,October,8,3,Detained
2017,Qtr 4,October,10,0,Detained
2017,Qtr 4,October,10,10,ROR/Bonded
2017,Qtr 4,October,11,0,Detained
2017,Qtr 4,October,11,1,ROR/Bonded
2017,Qtr 4,October,12,0,Detained
2017,Qtr 4,October,12,1,ROR/Bonded
2017,Qtr 4,October,13,0,Detained
2017,Qtr 4,October,13,11,ROR/Bonded
2017,Qtr 4,October,16,1,Detained
2017,Qtr 4,October,16,8,ROR/Bonded
2017,Qtr 4,October,17,0,Detained
2017,Qtr 4,October,17,6,ROR/Bonded
2017,Qtr 4,October,18,0,Detained
2017,Qtr 4,October,18,1,ROR/Bonded
2017,Qtr 4,October,19,0,Detained
2017,Qtr 4,October,19,7,ROR/Bonded
2017,Qtr 4,October,20,0,Detained
2017,Qtr 4,October,20,6,ROR/Bonded
2017,Qtr 4,October,21,5,ROR/Bonded
2017,Qtr 4,October,22,34,ROR/Bonded
2017,Qtr 4,October,23,0,Detained
2017,Qtr 4,October,23,1,ROR/Bonded
2017,Qtr 4,October,24,0,Detained
2017,Qtr 4,October,24,2,ROR/Bonded
2017,Qtr 4,October,25,0,Detained
2017,Qtr 4,October,25,14,ROR/Bonded
2017,Qtr 4,October,26,0,Detained
2017,Qtr 4,October,26,4,ROR/Bonded
2017,Qtr 4,October,27,3,Detained
2017,Qtr 4,October,27,4,ROR/Bonded
2017,Qtr 4,October,28,3,ROR/Bonded
2017,Qtr 4,October,30,0,Detained
2017,Qtr 4,October,30,8,ROR/Bonded
2017,Qtr 4,October,31,0,Detained
2017,Qtr 4,October,31,2,ROR/Bonded
2017,Qtr 4,November,1,0,Detained
2017,Qtr 4,November,1,12,ROR/Bonded
2017,Qtr 4,November,2,0,Detained
2017,Qtr 4,November,2,4,ROR/Bonded
2017,Qtr 4,November,3,0,Detained
2017,Qtr 4,November,3,12,ROR/Bonded
2017,Qtr 4,November,4,3,ROR/Bonded
2017,Qtr 4,November,6,0,Detained
2017,Qtr 4,November,6,8,ROR/Bonded
2017,Qtr 4,November,7,0,Detained
2017,Qtr 4,November,7,9,ROR/Bonded
2017,Qtr 4,November,8,0,Detained
2017,Qtr 4,November,8,8,ROR/Bonded
2017,Qtr 4,November,9,0,Detained
2017,Qtr 4,November,9,3,ROR/Bonded
2017,Qtr 4,November,11,10,ROR/Bonded
2017,Qtr 4,November,12,25,ROR/Bonded
2017,Qtr 4,November,13,0,Detained
2017,Qtr 4,November,13,8,ROR/Bonded
2017,Qtr 4,November,14,0,Detained
2017,Qtr 4,November,14,21,ROR/Bonded
2017,Qtr 4,November,15,0,Detained
2017,Qtr 4,November,15,2,ROR/Bonded
2017,Qtr 4,November,16,0,Detained
2017,Qtr 4,November,16,11,ROR/Bonded
2017,Qtr 4,November,17,0,Detained
2017,Qtr 4,November,17,3,ROR/Bonded
2017,Qtr 4,November,18,9,ROR/Bonded
2017,Qtr 4,November,19,213,Detained
2017,Qtr 4,November,20,0,Detained
2017,Qtr 4,November,20,9,ROR/Bonded
2017,Qtr 4,November,21,0,Detained
2017,Qtr 4,November,21,13,ROR/Bonded
2017,Qtr 4,November,22,0,Detained
2017,Qtr 4,November,22,0,ROR/Bonded
2017,Qtr 4,November,25,23,Detained
2017,Qtr 4,November,25,20,ROR/Bonded
2017,Qtr 4,November,27,1,Detained
2017,Qtr 4,November,27,8,ROR/Bonded
2017,Qtr 4,November,28,0,Detained
2017,Qtr 4,November,28,9,ROR/Bonded
2017,Qtr 4,November,29,0,Detained
2017,Qtr 4,November,29,6,ROR/Bonded
2017,Qtr 4,November,30,0,Detained
2017,Qtr 4,November,30,15,ROR/Bonded
2017,Qtr 4,December,1,0,Detained
2017,Qtr 4,December,1,8,ROR/Bonded
2017,Qtr 4,December,2,6,Detained
2017,Qtr 4,December,2,2,ROR/Bonded
2017,Qtr 4,December,3,23,ROR/Bonded
2017,Qtr 4,December,4,0,Detained
2017,Qtr 4,December,4,7,ROR/Bonded
2017,Qtr 4,December,5,0,Detained
2017,Qtr 4,December,5,22,ROR/Bonded
2017,Qtr 4,December,6,0,Detained
2017,Qtr 4,December,6,1,ROR/Bonded
2017,Qtr 4,December,7,0,Detained
2017,Qtr 4,December,7,6,ROR/Bonded
2017,Qtr 4,December,8,0,Detained
2017,Qtr 4,December,8,8,ROR/Bonded
2017,Qtr 4,December,9,5,ROR/Bonded
2017,Qtr 4,December,10,1,ROR/Bonded
2017,Qtr 4,December,11,0,Detained
2017,Qtr 4,December,11,12,ROR/Bonded
2017,Qtr 4,December,12,0,Detained
2017,Qtr 4,December,12,6,ROR/Bonded
2017,Qtr 4,December,13,0,Detained
2017,Qtr 4,December,13,22,ROR/Bonded
2017,Qtr 4,December,14,0,Detained
2017,Qtr 4,December,14,4,ROR/Bonded
2017,Qtr 4,December,15,3,Detained
2017,Qtr 4,December,15,6,ROR/Bonded
2017,Qtr 4,December,16,3,ROR/Bonded
2017,Qtr 4,December,18,0,Detained
2017,Qtr 4,December,18,12,ROR/Bonded
2017,Qtr 4,December,19,0,Detained
2017,Qtr 4,December,19,1,ROR/Bonded
2017,Qtr 4,December,20,0,Detained
2017,Qtr 4,December,20,12,ROR/Bonded
2017,Qtr 4,December,21,0,Detained
2017,Qtr 4,December,21,0,ROR/Bonded
2017,Qtr 4,December,22,2,Detained
2017,Qtr 4,December,22,9,ROR/Bonded
2017,Qtr 4,December,26,0,Detained
2017,Qtr 4,December,26,7,ROR/Bonded
2017,Qtr 4,December,27,0,Detained
2017,Qtr 4,December,27,4,ROR/Bonded
2017,Qtr 4,December,28,0,Detained
2017,Qtr 4,December,28,5,ROR/Bonded
2017,Qtr 4,December,29,0,Detained
2017,Qtr 4,December,29,8,ROR/Bonded
2017,Qtr 4,December,30,32,ROR/Bonded
2017,Qtr 4,December,31,12,Detained
2018,Qtr 1,January,2,0,Detained
2018,Qtr 1,January,2,2,ROR/Bonded
2018,Qtr 1,January,3,0,Detained
2018,Qtr 1,January,3,2,ROR/Bonded
2018,Qtr 1,January,4,0,Detained
2018,Qtr 1,January,4,0,ROR/Bonded
2018,Qtr 1,January,5,0,Detained
2018,Qtr 1,January,5,5,ROR/Bonded
2018,Qtr 1,January,6,10,ROR/Bonded
2018,Qtr 1,January,8,0,Detained
2018,Qtr 1,January,8,1,ROR/Bonded
2018,Qtr 1,January,9,0,Detained
2018,Qtr 1,January,9,2,ROR/Bonded
2018,Qtr 1,January,10,0,Detained
2018,Qtr 1,January,10,26,ROR/Bonded
2018,Qtr 1,January,11,0,Detained
2018,Qtr 1,January,11,14,ROR/Bonded
2018,Qtr 1,January,12,0,Detained
2018,Qtr 1,January,12,27,ROR/Bonded
2018,Qtr 1,January,13,12,ROR/Bonded
2018,Qtr 1,January,14,23,ROR/Bonded
2018,Qtr 1,January,16,0,Detained
2018,Qtr 1,January,16,0,ROR/Bonded
2018,Qtr 1,January,17,0,Detained
2018,Qtr 1,January,17,14,ROR/Bonded
2018,Qtr 1,January,18,0,Detained
2018,Qtr 1,January,18,5,ROR/Bonded
2018,Qtr 1,January,19,0,Detained
2018,Qtr 1,January,19,7,ROR/Bonded
2018,Qtr 1,January,20,23,ROR/Bonded
2018,Qtr 1,January,21,1,Detained
2018,Qtr 1,January,21,25,ROR/Bonded
2018,Qtr 1,January,22,0,Detained
2018,Qtr 1,January,22,17,ROR/Bonded
2018,Qtr 1,January,23,0,Detained
2018,Qtr 1,January,23,0,ROR/Bonded
2018,Qtr 1,January,24,0,Detained
2018,Qtr 1,January,24,5,ROR/Bonded
2018,Qtr 1,January,25,0,Detained
2018,Qtr 1,January,25,5,ROR/Bonded
