Year,Quarter,Month,Day,AllCasesSort,DEF_RACE
2023,Qtr 3,August,28,2,Black
2023,Qtr 3,August,31,1,Black
2023,Qtr 3,September,12,4,Black
2023,Qtr 3,September,19,1,Black
2023,Qtr 3,September,22,1,Black
2023,Qtr 3,September,25,2,Black
2023,Qtr 3,September,27,1,Black
2023,Qtr 3,September,28,1,Black
2023,Qtr 4,October,1,1,Black
2023,Qtr 4,October,2,1,Black
2023,Qtr 4,October,3,1,Black
2023,Qtr 4,October,9,1,Black
2023,Qtr 4,October,10,1,Black
2023,Qtr 4,October,12,1,Black
2023,Qtr 4,October,13,3,Black
2023,Qtr 4,October,17,1,Black
2023,Qtr 4,October,18,1,Black
2023,Qtr 4,October,19,2,Black
2023,Qtr 4,October,22,1,Black
2023,Qtr 4,October,24,2,Black
2023,Qtr 4,October,26,1,Black
2023,Qtr 4,October,27,1,Black
2023,Qtr 4,November,7,2,Black
2023,Qtr 4,November,9,1,Black
2023,Qtr 4,November,17,1,Black
2023,Qtr 4,November,21,2,Black
2023,Qtr 4,November,26,1,Black
2023,Qtr 4,November,27,3,Black
2023,Qtr 4,November,28,1,Black
2023,Qtr 4,November,30,2,Black
2023,Qtr 4,December,6,1,Black
2023,Qtr 4,December,7,1,Black
2023,Qtr 4,December,11,1,Black
2023,Qtr 4,December,12,1,Black
2023,Qtr 4,December,13,2,Black
2023,Qtr 4,December,14,2,Black
2023,Qtr 4,December,15,1,Black
2023,Qtr 4,December,29,2,Black
2017,Qtr 1,January,3,14,Latino
2017,Qtr 1,January,4,12,Latino
2017,Qtr 1,January,5,6,Latino
2017,Qtr 1,January,6,13,Latino
2017,Qtr 1,January,9,14,Latino
2017,Qtr 1,January,10,11,Latino
2017,Qtr 1,January,11,11,Latino
2017,Qtr 1,January,12,13,Latino
2017,Qtr 1,January,13,7,Latino
2017,Qtr 1,January,17,9,Latino
2017,Qtr 1,January,18,9,Latino
2017,Qtr 1,January,19,5,Latino
2017,Qtr 1,January,20,2,Latino
2017,Qtr 1,January,23,5,Latino
2017,Qtr 1,January,24,13,Latino
2017,Qtr 1,January,25,9,Latino
2017,Qtr 1,January,26,7,Latino
2017,Qtr 1,January,27,10,Latino
2017,Qtr 1,January,30,8,Latino
2017,Qtr 1,January,31,15,Latino
2017,Qtr 1,February,1,6,Latino
2017,Qtr 1,February,2,11,Latino
2017,Qtr 1,February,3,10,Latino
2017,Qtr 1,February,6,10,Latino
2017,Qtr 1,February,7,7,Latino
2017,Qtr 1,February,8,11,Latino
2017,Qtr 1,February,9,16,Latino
2017,Qtr 1,February,10,13,Latino
2017,Qtr 1,February,11,1,Latino
2017,Qtr 1,February,13,12,Latino
2017,Qtr 1,February,14,15,Latino
2017,Qtr 1,February,15,10,Latino
2017,Qtr 1,February,16,8,Latino
2017,Qtr 1,February,17,5,Latino
2017,Qtr 1,February,21,2,Latino
2017,Qtr 1,February,22,8,Latino
2017,Qtr 1,February,23,4,Latino
2017,Qtr 1,February,24,7,Latino
2017,Qtr 1,February,27,10,Latino
2017,Qtr 1,February,28,10,Latino
2017,Qtr 1,March,1,11,Latino
2017,Qtr 1,March,2,10,Latino
2017,Qtr 1,March,3,13,Latino
2017,Qtr 1,March,6,10,Latino
2017,Qtr 1,March,7,9,Latino
2017,Qtr 1,March,8,11,Latino
2017,Qtr 1,March,9,7,Latino
2017,Qtr 1,March,10,8,Latino
2017,Qtr 1,March,11,2,Latino
2017,Qtr 1,March,13,9,Latino
2017,Qtr 1,March,14,14,Latino
2017,Qtr 1,March,15,13,Latino
2017,Qtr 1,March,16,11,Latino
2017,Qtr 1,March,17,17,Latino
2017,Qtr 1,March,20,9,Latino
2017,Qtr 1,March,21,9,Latino
2017,Qtr 1,March,22,5,Latino
2017,Qtr 1,March,23,14,Latino
2017,Qtr 1,March,24,8,Latino
2017,Qtr 1,March,25,1,Latino
2017,Qtr 1,March,27,10,Latino
2017,Qtr 1,March,28,17,Latino
2017,Qtr 1,March,29,11,Latino
2017,Qtr 1,March,30,10,Latino
2017,Qtr 1,March,31,2,Latino
2017,Qtr 2,April,1,3,Latino
2017,Qtr 2,April,2,2,Latino
2017,Qtr 2,April,3,17,Latino
2017,Qtr 2,April,4,19,Latino
2017,Qtr 2,April,5,8,Latino
2017,Qtr 2,April,6,12,Latino
2017,Qtr 2,April,7,7,Latino
2017,Qtr 2,April,8,7,Latino
2017,Qtr 2,April,10,19,Latino
2017,Qtr 2,April,11,17,Latino
2017,Qtr 2,April,12,16,Latino
2017,Qtr 2,April,13,8,Latino
2017,Qtr 2,April,14,5,Latino
2017,Qtr 2,April,16,6,Latino
2017,Qtr 2,April,17,6,Latino
2017,Qtr 2,April,18,15,Latino
2017,Qtr 2,April,19,20,Latino
2017,Qtr 2,April,20,17,Latino
2017,Qtr 2,April,21,27,Latino
2017,Qtr 2,April,22,10,Latino
2017,Qtr 2,April,24,20,Latino
2017,Qtr 2,April,25,29,Latino
2017,Qtr 2,April,26,15,Latino
2017,Qtr 2,April,27,7,Latino
2017,Qtr 2,April,28,6,Latino
2017,Qtr 2,April,29,6,Latino
2017,Qtr 2,April,30,1,Latino
2017,Qtr 2,May,1,25,Latino
2017,Qtr 2,May,2,12,Latino
2017,Qtr 2,May,3,17,Latino
2017,Qtr 2,May,4,15,Latino
2017,Qtr 2,May,5,23,Latino
2017,Qtr 2,May,8,13,Latino
2017,Qtr 2,May,9,18,Latino
2017,Qtr 2,May,10,14,Latino
2017,Qtr 2,May,11,15,Latino
2017,Qtr 2,May,12,12,Latino
2017,Qtr 2,May,15,8,Latino
2017,Qtr 2,May,16,11,Latino
2017,Qtr 2,May,17,21,Latino
2017,Qtr 2,May,18,12,Latino
2017,Qtr 2,May,19,6,Latino
2017,Qtr 2,May,22,9,Latino
2017,Qtr 2,May,23,11,Latino
2017,Qtr 2,May,24,15,Latino
2017,Qtr 2,May,25,3,Latino
2017,Qtr 2,May,26,12,Latino
2017,Qtr 2,May,30,12,Latino
2017,Qtr 2,May,31,18,Latino
2017,Qtr 2,June,1,6,Latino
2017,Qtr 2,June,2,7,Latino
2017,Qtr 2,June,5,28,Latino
2017,Qtr 2,June,6,5,Latino
2017,Qtr 2,June,7,6,Latino
2017,Qtr 2,June,8,12,Latino
2017,Qtr 2,June,9,13,Latino
2017,Qtr 2,June,10,1,Latino
2017,Qtr 2,June,12,15,Latino
2017,Qtr 2,June,13,16,Latino
2017,Qtr 2,June,14,4,Latino
2017,Qtr 2,June,15,1,Latino
2017,Qtr 2,June,16,14,Latino
2017,Qtr 2,June,19,12,Latino
2017,Qtr 2,June,20,6,Latino
2017,Qtr 2,June,21,13,Latino
2017,Qtr 2,June,22,5,Latino
2017,Qtr 2,June,23,15,Latino
2017,Qtr 2,June,26,11,Latino
2017,Qtr 2,June,27,15,Latino
2017,Qtr 2,June,28,14,Latino
2017,Qtr 2,June,29,10,Latino
2017,Qtr 2,June,30,7,Latino
2017,Qtr 3,July,3,22,Latino
2017,Qtr 3,July,5,13,Latino
2017,Qtr 3,July,6,19,Latino
2017,Qtr 3,July,7,8,Latino
2017,Qtr 3,July,8,1,Latino
2017,Qtr 3,July,10,16,Latino
2017,Qtr 3,July,11,14,Latino
2017,Qtr 3,July,12,14,Latino
2017,Qtr 3,July,13,10,Latino
2017,Qtr 3,July,14,5,Latino
2017,Qtr 3,July,17,19,Latino
2017,Qtr 3,July,18,16,Latino
2017,Qtr 3,July,19,22,Latino
2017,Qtr 3,July,20,10,Latino
2017,Qtr 3,July,21,10,Latino
2017,Qtr 3,July,24,10,Latino
2017,Qtr 3,July,25,15,Latino
2017,Qtr 3,July,26,12,Latino
2017,Qtr 3,July,27,5,Latino
2017,Qtr 3,July,28,3,Latino
2017,Qtr 3,July,30,2,Latino
2017,Qtr 3,July,31,18,Latino
2017,Qtr 3,August,1,10,Latino
2017,Qtr 3,August,2,13,Latino
2017,Qtr 3,August,3,10,Latino
2017,Qtr 3,August,4,9,Latino
2017,Qtr 3,August,5,1,Latino
2017,Qtr 3,August,7,17,Latino
2017,Qtr 3,August,8,17,Latino
2017,Qtr 3,August,9,22,Latino
2017,Qtr 3,August,10,5,Latino
2017,Qtr 3,August,11,11,Latino
2017,Qtr 3,August,14,16,Latino
2017,Qtr 3,August,15,19,Latino
2017,Qtr 3,August,16,5,Latino
2017,Qtr 3,August,17,7,Latino
2017,Qtr 3,August,18,5,Latino
2017,Qtr 3,August,21,13,Latino
2017,Qtr 3,August,22,11,Latino
2017,Qtr 3,August,23,13,Latino
2017,Qtr 3,August,24,9,Latino
2017,Qtr 3,August,25,11,Latino
2017,Qtr 3,August,28,12,Latino
2017,Qtr 3,August,29,10,Latino
2017,Qtr 3,August,30,17,Latino
2017,Qtr 3,August,31,7,Latino
2017,Qtr 3,September,1,4,Latino
2017,Qtr 3,September,5,20,Latino
2017,Qtr 3,September,6,13,Latino
2017,Qtr 3,September,7,13,Latino
2017,Qtr 3,September,8,5,Latino
2017,Qtr 3,September,11,10,Latino
2017,Qtr 3,September,12,18,Latino
2017,Qtr 3,September,13,11,Latino
2017,Qtr 3,September,14,23,Latino
2017,Qtr 3,September,15,14,Latino
2017,Qtr 3,September,18,14,Latino
2017,Qtr 3,September,19,20,Latino
2017,Qtr 3,September,20,9,Latino
2017,Qtr 3,September,21,10,Latino
2017,Qtr 3,September,22,12,Latino
2017,Qtr 3,September,23,1,Latino
2017,Qtr 3,September,25,25,Latino
2017,Qtr 3,September,26,7,Latino
2017,Qtr 3,September,27,15,Latino
2017,Qtr 3,September,28,10,Latino
2017,Qtr 3,September,29,18,Latino
2017,Qtr 4,October,2,12,Latino
2017,Qtr 4,October,3,16,Latino
2017,Qtr 4,October,4,8,Latino
2017,Qtr 4,October,5,15,Latino
2017,Qtr 4,October,6,10,Latino
2017,Qtr 4,October,9,2,Latino
2017,Qtr 4,October,10,10,Latino
2017,Qtr 4,October,11,17,Latino
2017,Qtr 4,October,12,12,Latino
2017,Qtr 4,October,13,11,Latino
2017,Qtr 4,October,16,10,Latino
2017,Qtr 4,October,17,11,Latino
2017,Qtr 4,October,18,18,Latino
2017,Qtr 4,October,19,7,Latino
2017,Qtr 4,October,20,6,Latino
2017,Qtr 4,October,23,8,Latino
2017,Qtr 4,October,24,5,Latino
2017,Qtr 4,October,25,15,Latino
2017,Qtr 4,October,26,22,Latino
2017,Qtr 4,October,27,9,Latino
2017,Qtr 4,October,30,18,Latino
2017,Qtr 4,October,31,11,Latino
2017,Qtr 4,November,1,16,Latino
2017,Qtr 4,November,2,20,Latino
2017,Qtr 4,November,3,10,Latino
2017,Qtr 4,November,6,15,Latino
2017,Qtr 4,November,7,12,Latino
2017,Qtr 4,November,8,15,Latino
2017,Qtr 4,November,9,9,Latino
2017,Qtr 4,November,12,2,Latino
2017,Qtr 4,November,13,15,Latino
2017,Qtr 4,November,14,8,Latino
2017,Qtr 4,November,15,14,Latino
2017,Qtr 4,November,16,13,Latino
2017,Qtr 4,November,17,7,Latino
2017,Qtr 4,November,19,1,Latino
2017,Qtr 4,November,20,19,Latino
2017,Qtr 4,November,21,13,Latino
2017,Qtr 4,November,22,11,Latino
2017,Qtr 4,November,27,9,Latino
2017,Qtr 4,November,28,16,Latino
2017,Qtr 4,November,29,12,Latino
2017,Qtr 4,November,30,11,Latino
2017,Qtr 4,December,1,5,Latino
2017,Qtr 4,December,4,10,Latino
2017,Qtr 4,December,5,25,Latino
2017,Qtr 4,December,6,26,Latino
2017,Qtr 4,December,7,5,Latino
2017,Qtr 4,December,8,10,Latino
2017,Qtr 4,December,11,31,Latino
2017,Qtr 4,December,12,20,Latino
2017,Qtr 4,December,13,21,Latino
2017,Qtr 4,December,14,10,Latino
2017,Qtr 4,December,15,6,Latino
2017,Qtr 4,December,16,3,Latino
2017,Qtr 4,December,18,25,Latino
2017,Qtr 4,December,19,9,Latino
2017,Qtr 4,December,20,10,Latino
2017,Qtr 4,December,21,24,Latino
2017,Qtr 4,December,22,13,Latino
2017,Qtr 4,December,23,3,Latino
2017,Qtr 4,December,26,8,Latino
2017,Qtr 4,December,27,11,Latino
2017,Qtr 4,December,28,9,Latino
2017,Qtr 4,December,29,12,Latino
2018,Qtr 1,January,2,16,Latino
2018,Qtr 1,January,3,7,Latino
2018,Qtr 1,January,4,18,Latino
2018,Qtr 1,January,5,11,Latino
2018,Qtr 1,January,8,26,Latino
2018,Qtr 1,January,9,9,Latino
2018,Qtr 1,January,10,2,Latino
2018,Qtr 1,January,11,8,Latino
2018,Qtr 1,January,12,8,Latino
2018,Qtr 1,January,16,9,Latino
2018,Qtr 1,January,17,25,Latino
2018,Qtr 1,January,18,14,Latino
2018,Qtr 1,January,19,11,Latino
2018,Qtr 1,January,20,3,Latino
2018,Qtr 1,January,22,22,Latino
2018,Qtr 1,January,23,20,Latino
2018,Qtr 1,January,24,6,Latino
2018,Qtr 1,January,25,13,Latino
2018,Qtr 1,January,26,23,Latino
2018,Qtr 1,January,29,20,Latino
2018,Qtr 1,January,30,19,Latino
2018,Qtr 1,January,31,24,Latino
2018,Qtr 1,February,1,14,Latino
2018,Qtr 1,February,2,6,Latino
2018,Qtr 1,February,3,1,Latino
2018,Qtr 1,February,5,16,Latino
2018,Qtr 1,February,6,22,Latino
2018,Qtr 1,February,7,5,Latino
2018,Qtr 1,February,8,16,Latino
2018,Qtr 1,February,9,6,Latino
2018,Qtr 1,February,11,3,Latino
2018,Qtr 1,February,12,17,Latino
2018,Qtr 1,February,13,12,Latino
2018,Qtr 1,February,14,14,Latino
2018,Qtr 1,February,15,16,Latino
2018,Qtr 1,February,16,16,Latino
2018,Qtr 1,February,20,11,Latino
2018,Qtr 1,February,21,14,Latino
2018,Qtr 1,February,22,14,Latino
2018,Qtr 1,February,23,5,Latino
2018,Qtr 1,February,24,5,Latino
2018,Qtr 1,February,26,11,Latino
2018,Qtr 1,February,27,18,Latino
2018,Qtr 1,February,28,16,Latino
2018,Qtr 1,March,1,6,Latino
2018,Qtr 1,March,2,7,Latino
2018,Qtr 1,March,3,1,Latino
2018,Qtr 1,March,4,2,Latino
2018,Qtr 1,March,5,25,Latino
2018,Qtr 1,March,6,14,Latino
2018,Qtr 1,March,7,12,Latino
2018,Qtr 1,March,8,13,Latino
2018,Qtr 1,March,9,19,Latino
2018,Qtr 1,March,12,34,Latino
2018,Qtr 1,March,13,10,Latino
2018,Qtr 1,March,14,14,Latino
2018,Qtr 1,March,15,5,Latino
2018,Qtr 1,March,16,6,Latino
2018,Qtr 1,March,18,6,Latino
2018,Qtr 1,March,19,21,Latino
2018,Qtr 1,March,20,8,Latino
2018,Qtr 1,March,21,13,Latino
2018,Qtr 1,March,22,8,Latino
2018,Qtr 1,March,23,7,Latino
2018,Qtr 1,March,25,1,Latino
2018,Qtr 1,March,26,8,Latino
2018,Qtr 1,March,27,14,Latino
2018,Qtr 1,March,28,10,Latino
2018,Qtr 1,March,29,8,Latino
2018,Qtr 2,April,1,4,Latino
2018,Qtr 2,April,2,11,Latino
2018,Qtr 2,April,3,15,Latino
2018,Qtr 2,April,4,14,Latino
2018,Qtr 2,April,5,9,Latino
2018,Qtr 2,April,6,28,Latino
2018,Qtr 2,April,7,2,Latino
2018,Qtr 2,April,8,1,Latino
2018,Qtr 2,April,9,21,Latino
2018,Qtr 2,April,10,26,Latino
2018,Qtr 2,April,11,19,Latino
2018,Qtr 2,April,12,5,Latino
2018,Qtr 2,April,13,9,Latino
2018,Qtr 2,April,15,3,Latino
2018,Qtr 2,April,16,8,Latino
2018,Qtr 2,April,17,14,Latino
2018,Qtr 2,April,18,7,Latino
2018,Qtr 2,April,19,20,Latino
2018,Qtr 2,April,20,10,Latino
2018,Qtr 2,April,21,1,Latino
2018,Qtr 2,April,22,8,Latino
2018,Qtr 2,April,23,9,Latino
2018,Qtr 2,April,24,11,Latino
2018,Qtr 2,April,25,12,Latino
2018,Qtr 2,April,26,15,Latino
2018,Qtr 2,April,27,23,Latino
2018,Qtr 2,April,30,18,Latino
2018,Qtr 2,May,1,17,Latino
2018,Qtr 2,May,2,8,Latino
2018,Qtr 2,May,3,12,Latino
2018,Qtr 2,May,4,8,Latino
2018,Qtr 2,May,6,5,Latino
2018,Qtr 2,May,7,22,Latino
2018,Qtr 2,May,8,14,Latino
2018,Qtr 2,May,9,21,Latino
2018,Qtr 2,May,10,3,Latino
2018,Qtr 2,May,11,6,Latino
2018,Qtr 2,May,13,2,Latino
2018,Qtr 2,May,14,19,Latino
2018,Qtr 2,May,15,16,Latino
2018,Qtr 2,May,16,20,Latino
2018,Qtr 2,May,17,13,Latino
2018,Qtr 2,May,18,6,Latino
2018,Qtr 2,May,20,1,Latino
2018,Qtr 2,May,21,11,Latino
2018,Qtr 2,May,22,10,Latino
2018,Qtr 2,May,23,15,Latino
2018,Qtr 2,May,24,10,Latino
2018,Qtr 2,May,25,6,Latino
2018,Qtr 2,May,28,1,Latino
2018,Qtr 2,May,29,12,Latino
2018,Qtr 2,May,30,15,Latino
2018,Qtr 2,May,31,10,Latino
2018,Qtr 2,June,1,4,Latino
2018,Qtr 2,June,4,20,Latino
2018,Qtr 2,June,5,17,Latino
2018,Qtr 2,June,6,7,Latino
2018,Qtr 2,June,7,5,Latino
2018,Qtr 2,June,8,15,Latino
2018,Qtr 2,June,9,3,Latino
2018,Qtr 2,June,11,17,Latino
2018,Qtr 2,June,12,12,Latino
2018,Qtr 2,June,13,12,Latino
2018,Qtr 2,June,14,18,Latino
2018,Qtr 2,June,15,10,Latino
2018,Qtr 2,June,17,3,Latino
2018,Qtr 2,June,18,10,Latino
2018,Qtr 2,June,19,20,Latino
2018,Qtr 2,June,20,13,Latino
2018,Qtr 2,June,21,8,Latino
2018,Qtr 2,June,22,12,Latino
2018,Qtr 2,June,23,2,Latino
2018,Qtr 2,June,25,12,Latino
2018,Qtr 2,June,26,19,Latino
2018,Qtr 2,June,27,16,Latino
2018,Qtr 2,June,28,6,Latino
2018,Qtr 2,June,29,4,Latino
2018,Qtr 3,July,2,16,Latino
2018,Qtr 3,July,3,19,Latino
2018,Qtr 3,July,4,1,Latino
2018,Qtr 3,July,5,9,Latino
2018,Qtr 3,July,6,6,Latino
2018,Qtr 3,July,8,3,Latino
2018,Qtr 3,July,9,10,Latino
2018,Qtr 3,July,10,4,Latino
2018,Qtr 3,July,11,12,Latino
2018,Qtr 3,July,12,12,Latino
2018,Qtr 3,July,13,9,Latino
2018,Qtr 3,July,16,12,Latino
2018,Qtr 3,July,17,14,Latino
2018,Qtr 3,July,18,31,Latino
2018,Qtr 3,July,19,27,Latino
2018,Qtr 3,July,20,11,Latino
2018,Qtr 3,July,21,1,Latino
2018,Qtr 3,July,22,2,Latino
2018,Qtr 3,July,23,9,Latino
2018,Qtr 3,July,24,14,Latino
2018,Qtr 3,July,25,15,Latino
2018,Qtr 3,July,26,19,Latino
2018,Qtr 3,July,27,2,Latino
2018,Qtr 3,July,30,15,Latino
2018,Qtr 3,July,31,16,Latino
2018,Qtr 3,August,1,17,Latino
2018,Qtr 3,August,2,18,Latino
2018,Qtr 3,August,3,19,Latino
2018,Qtr 3,August,6,11,Latino
2018,Qtr 3,August,7,37,Latino
2018,Qtr 3,August,8,25,Latino
2018,Qtr 3,August,9,21,Latino
2018,Qtr 3,August,10,15,Latino
2018,Qtr 3,August,12,4,Latino
2018,Qtr 3,August,13,11,Latino
2018,Qtr 3,August,14,18,Latino
2018,Qtr 3,August,15,17,Latino
2018,Qtr 3,August,16,26,Latino
2018,Qtr 3,August,17,10,Latino
2018,Qtr 3,August,19,2,Latino
2018,Qtr 3,August,20,18,Latino
2018,Qtr 3,August,21,5,Latino
2018,Qtr 3,August,22,8,Latino
2018,Qtr 3,August,23,10,Latino
2018,Qtr 3,August,24,11,Latino
2018,Qtr 3,August,26,2,Latino
2018,Qtr 3,August,27,12,Latino
2018,Qtr 3,August,28,34,Latino
2018,Qtr 3,August,29,11,Latino
2018,Qtr 3,August,30,27,Latino
2018,Qtr 3,August,31,15,Latino
2018,Qtr 3,September,4,10,Latino
2018,Qtr 3,September,5,13,Latino
2018,Qtr 3,September,6,10,Latino
2018,Qtr 3,September,7,11,Latino
2018,Qtr 3,September,9,3,Latino
2018,Qtr 3,September,10,16,Latino
2018,Qtr 3,September,11,25,Latino
2018,Qtr 3,September,12,17,Latino
2018,Qtr 3,September,13,24,Latino
2018,Qtr 3,September,14,15,Latino
2018,Qtr 3,September,16,2,Latino
2018,Qtr 3,September,17,11,Latino
2018,Qtr 3,September,18,15,Latino
2018,Qtr 3,September,19,7,Latino
2018,Qtr 3,September,20,8,Latino
2018,Qtr 3,September,21,5,Latino
2018,Qtr 3,September,23,2,Latino
2018,Qtr 3,September,24,19,Latino
2018,Qtr 3,September,25,20,Latino
2018,Qtr 3,September,26,13,Latino
2018,Qtr 3,September,27,15,Latino
2018,Qtr 3,September,28,5,Latino
2018,Qtr 4,October,1,18,Latino
2018,Qtr 4,October,2,8,Latino
2018,Qtr 4,October,3,7,Latino
2018,Qtr 4,October,4,9,Latino
2018,Qtr 4,October,5,11,Latino
2018,Qtr 4,October,9,18,Latino
2018,Qtr 4,October,10,24,Latino
2018,Qtr 4,October,11,11,Latino
2018,Qtr 4,October,12,10,Latino
2018,Qtr 4,October,14,2,Latino
2018,Qtr 4,October,15,22,Latino
2018,Qtr 4,October,16,23,Latino
2018,Qtr 4,October,17,13,Latino
2018,Qtr 4,October,18,7,Latino
2018,Qtr 4,October,19,16,Latino
2018,Qtr 4,October,22,6,Latino
2018,Qtr 4,October,23,8,Latino
2018,Qtr 4,October,24,13,Latino
2018,Qtr 4,October,25,6,Latino
2018,Qtr 4,October,26,15,Latino
2018,Qtr 4,October,28,3,Latino
2018,Qtr 4,October,29,11,Latino
2018,Qtr 4,October,30,23,Latino
2018,Qtr 4,October,31,13,Latino
2018,Qtr 4,November,1,10,Latino
2018,Qtr 4,November,2,11,Latino
2018,Qtr 4,November,5,23,Latino
2018,Qtr 4,November,6,13,Latino
2018,Qtr 4,November,7,19,Latino
2018,Qtr 4,November,8,11,Latino
2018,Qtr 4,November,9,9,Latino
2018,Qtr 4,November,12,4,Latino
2018,Qtr 4,November,13,14,Latino
2018,Qtr 4,November,14,16,Latino
2018,Qtr 4,November,15,16,Latino
2018,Qtr 4,November,16,9,Latino
2018,Qtr 4,November,19,16,Latino
2018,Qtr 4,November,20,13,Latino
2018,Qtr 4,November,21,8,Latino
2018,Qtr 4,November,25,1,Latino
2018,Qtr 4,November,26,19,Latino
2018,Qtr 4,November,27,16,Latino
2018,Qtr 4,November,28,7,Latino
2018,Qtr 4,November,29,5,Latino
2018,Qtr 4,November,30,3,Latino
2018,Qtr 4,December,2,1,Latino
2018,Qtr 4,December,3,20,Latino
2018,Qtr 4,December,4,26,Latino
2018,Qtr 4,December,5,38,Latino
2018,Qtr 4,December,6,21,Latino
2018,Qtr 4,December,7,8,Latino
2018,Qtr 4,December,10,8,Latino
2018,Qtr 4,December,11,15,Latino
2018,Qtr 4,December,12,9,Latino
2018,Qtr 4,December,13,5,Latino
2018,Qtr 4,December,14,15,Latino
2018,Qtr 4,December,17,16,Latino
2018,Qtr 4,December,18,25,Latino
2018,Qtr 4,December,19,18,Latino
2018,Qtr 4,December,20,2,Latino
2018,Qtr 4,December,21,5,Latino
2018,Qtr 4,December,22,3,Latino
2018,Qtr 4,December,24,9,Latino
2018,Qtr 4,December,26,6,Latino
2018,Qtr 4,December,27,13,Latino
2018,Qtr 4,December,28,17,Latino
2018,Qtr 4,December,31,12,Latino
2019,Qtr 1,January,2,11,Latino
2019,Qtr 1,January,3,8,Latino
2019,Qtr 1,January,4,10,Latino
2019,Qtr 1,January,5,1,Latino
2019,Qtr 1,January,7,21,Latino
2019,Qtr 1,January,8,19,Latino
2019,Qtr 1,January,9,8,Latino
2019,Qtr 1,January,10,22,Latino
2019,Qtr 1,January,11,13,Latino
2019,Qtr 1,January,13,1,Latino
2019,Qtr 1,January,14,11,Latino
2019,Qtr 1,January,15,7,Latino
2019,Qtr 1,January,16,5,Latino
2019,Qtr 1,January,17,6,Latino
2019,Qtr 1,January,18,11,Latino
2019,Qtr 1,January,21,1,Latino
2019,Qtr 1,January,22,8,Latino
2019,Qtr 1,January,23,10,Latino
2019,Qtr 1,January,24,6,Latino
2019,Qtr 1,January,25,9,Latino
2019,Qtr 1,January,26,2,Latino
2019,Qtr 1,January,28,11,Latino
2019,Qtr 1,January,29,18,Latino
2019,Qtr 1,January,30,8,Latino
2019,Qtr 1,January,31,10,Latino
2019,Qtr 1,February,1,8,Latino
2019,Qtr 1,February,4,5,Latino
2019,Qtr 1,February,5,8,Latino
2019,Qtr 1,February,6,14,Latino
2019,Qtr 1,February,7,9,Latino
2019,Qtr 1,February,8,6,Latino
2019,Qtr 1,February,11,15,Latino
2019,Qtr 1,February,12,10,Latino
2019,Qtr 1,February,13,10,Latino
2019,Qtr 1,February,14,22,Latino
2019,Qtr 1,February,15,15,Latino
2019,Qtr 1,February,19,10,Latino
2019,Qtr 1,February,20,19,Latino
2019,Qtr 1,February,21,6,Latino
2019,Qtr 1,February,22,9,Latino
2019,Qtr 1,February,24,1,Latino
2019,Qtr 1,February,25,12,Latino
2019,Qtr 1,February,26,16,Latino
2019,Qtr 1,February,27,16,Latino
2019,Qtr 1,February,28,6,Latino
2019,Qtr 1,March,1,3,Latino
2019,Qtr 1,March,3,1,Latino
2019,Qtr 1,March,4,14,Latino
2019,Qtr 1,March,5,8,Latino
2019,Qtr 1,March,6,7,Latino
2019,Qtr 1,March,7,14,Latino
2019,Qtr 1,March,8,10,Latino
2019,Qtr 1,March,9,1,Latino
2019,Qtr 1,March,11,16,Latino
2019,Qtr 1,March,12,17,Latino
2019,Qtr 1,March,13,12,Latino
2019,Qtr 1,March,14,16,Latino
2019,Qtr 1,March,15,8,Latino
2019,Qtr 1,March,18,10,Latino
2019,Qtr 1,March,19,6,Latino
2019,Qtr 1,March,20,8,Latino
2019,Qtr 1,March,21,10,Latino
2019,Qtr 1,March,22,5,Latino
2019,Qtr 1,March,23,1,Latino
2019,Qtr 1,March,25,9,Latino
2019,Qtr 1,March,26,9,Latino
2019,Qtr 1,March,27,12,Latino
2019,Qtr 1,March,28,8,Latino
2019,Qtr 1,March,29,6,Latino
2019,Qtr 2,April,1,3,Latino
2019,Qtr 2,April,2,11,Latino
2019,Qtr 2,April,3,17,Latino
2019,Qtr 2,April,4,13,Latino
2019,Qtr 2,April,5,8,Latino
2019,Qtr 2,April,6,3,Latino
2019,Qtr 2,April,8,8,Latino
2019,Qtr 2,April,9,12,Latino
2019,Qtr 2,April,10,14,Latino
2019,Qtr 2,April,11,8,Latino
2019,Qtr 2,April,12,14,Latino
2019,Qtr 2,April,15,5,Latino
2019,Qtr 2,April,16,7,Latino
2019,Qtr 2,April,17,6,Latino
2019,Qtr 2,April,18,5,Latino
2019,Qtr 2,April,19,1,Latino
2019,Qtr 2,April,20,3,Latino
2019,Qtr 2,April,22,8,Latino
2019,Qtr 2,April,23,9,Latino
2019,Qtr 2,April,24,11,Latino
2019,Qtr 2,April,25,11,Latino
2019,Qtr 2,April,26,11,Latino
2019,Qtr 2,April,29,14,Latino
2019,Qtr 2,April,30,7,Latino
2019,Qtr 2,May,1,8,Latino
2019,Qtr 2,May,2,9,Latino
2019,Qtr 2,May,3,8,Latino
2019,Qtr 2,May,5,2,Latino
2019,Qtr 2,May,6,6,Latino
2019,Qtr 2,May,7,14,Latino
2019,Qtr 2,May,8,7,Latino
2019,Qtr 2,May,9,14,Latino
2019,Qtr 2,May,10,5,Latino
2019,Qtr 2,May,12,1,Latino
2019,Qtr 2,May,13,13,Latino
2019,Qtr 2,May,14,37,Latino
2019,Qtr 2,May,15,17,Latino
2019,Qtr 2,May,16,4,Latino
