Year,Quarter,Month,Day,Median of REFERFILE_DAYS,PRETRIAL
2017,Qtr 3,September,9,3,ROR/Bonded
2017,Qtr 3,September,10,1,ROR/Bonded
2017,Qtr 3,September,11,0,Detained
2017,Qtr 3,September,11,2,ROR/Bonded
2017,Qtr 3,September,12,0,Detained
2017,Qtr 3,September,12,7,ROR/Bonded
2017,Qtr 3,September,13,0,Detained
2017,Qtr 3,September,13,12,ROR/Bonded
2017,Qtr 3,September,14,0,Detained
2017,Qtr 3,September,14,6,ROR/Bonded
2017,Qtr 3,September,15,3,Detained
2017,Qtr 3,September,15,10,ROR/Bonded
2017,Qtr 3,September,16,3,ROR/Bonded
2017,Qtr 3,September,17,36,ROR/Bonded
2017,Qtr 3,September,18,0,Detained
2017,Qtr 3,September,18,14,ROR/Bonded
2017,Qtr 3,September,19,0,Detained
2017,Qtr 3,September,19,8,ROR/Bonded
2017,Qtr 3,September,20,0,Detained
2017,Qtr 3,September,20,8,ROR/Bonded
2017,Qtr 3,September,21,0,Detained
2017,Qtr 3,September,21,34,ROR/Bonded
2017,Qtr 3,September,22,0,Detained
2017,Qtr 3,September,22,4,ROR/Bonded
2017,Qtr 3,September,23,24,Detained
2017,Qtr 3,September,23,5,ROR/Bonded
2017,Qtr 3,September,24,0,ROR/Bonded
2017,Qtr 3,September,25,0,Detained
2017,Qtr 3,September,25,6,ROR/Bonded
2017,Qtr 3,September,26,0,Detained
2017,Qtr 3,September,26,1,ROR/Bonded
2017,Qtr 3,September,27,0,Detained
2017,Qtr 3,September,27,8,ROR/Bonded
2017,Qtr 3,September,28,0,Detained
2017,Qtr 3,September,28,7,ROR/Bonded
2017,Qtr 3,September,29,0,Detained
2017,Qtr 3,September,29,5,ROR/Bonded
2017,Qtr 3,September,30,23,ROR/Bonded
2017,Qtr 4,October,1,2,ROR/Bonded
2017,Qtr 4,October,2,0,Detained
2017,Qtr 4,October,2,3,ROR/Bonded
2017,Qtr 4,October,3,0,Detained
2017,Qtr 4,October,3,17,ROR/Bonded
2017,Qtr 4,October,4,0,Detained
2017,Qtr 4,October,4,14,ROR/Bonded
2017,Qtr 4,October,5,0,Detained
2017,Qtr 4,October,5,5,ROR/Bonded
2017,Qtr 4,October,6,0,Detained
2017,Qtr 4,October,6,14,ROR/Bonded
2017,Qtr 4,October,7,12,ROR/Bonded
2017,Qtr 4,October,10,0,Detained
2017,Qtr 4,October,10,13,ROR/Bonded
2017,Qtr 4,October,11,0,Detained
2017,Qtr 4,October,11,13,ROR/Bonded
2017,Qtr 4,October,12,0,Detained
2017,Qtr 4,October,12,8,ROR/Bonded
2017,Qtr 4,October,13,0,Detained
2017,Qtr 4,October,13,11,ROR/Bonded
2017,Qtr 4,October,14,13,ROR/Bonded
2017,Qtr 4,October,15,21,ROR/Bonded
2017,Qtr 4,October,16,1,Detained
2017,Qtr 4,October,16,9,ROR/Bonded
2017,Qtr 4,October,17,0,Detained
2017,Qtr 4,October,17,14,ROR/Bonded
2017,Qtr 4,October,18,0,Detained
2017,Qtr 4,October,18,2,ROR/Bonded
2017,Qtr 4,October,19,0,Detained
2017,Qtr 4,October,19,6,ROR/Bonded
2017,Qtr 4,October,20,3,Detained
2017,Qtr 4,October,20,5,ROR/Bonded
2017,Qtr 4,October,21,4,ROR/Bonded
2017,Qtr 4,October,22,16,ROR/Bonded
2017,Qtr 4,October,23,0,Detained
2017,Qtr 4,October,23,7,ROR/Bonded
2017,Qtr 4,October,24,0,Detained
2017,Qtr 4,October,24,18,ROR/Bonded
2017,Qtr 4,October,25,0,Detained
2017,Qtr 4,October,25,11,ROR/Bonded
2017,Qtr 4,October,26,0,Detained
2017,Qtr 4,October,26,4,ROR/Bonded
2017,Qtr 4,October,27,3,Detained
2017,Qtr 4,October,27,21,ROR/Bonded
2017,Qtr 4,October,28,4,ROR/Bonded
2017,Qtr 4,October,29,11,ROR/Bonded
2017,Qtr 4,October,30,0,Detained
2017,Qtr 4,October,30,7,ROR/Bonded
2017,Qtr 4,October,31,0,Detained
2017,Qtr 4,October,31,13,ROR/Bonded
2017,Qtr 4,November,1,0,Detained
2017,Qtr 4,November,1,12,ROR/Bonded
2017,Qtr 4,November,2,0,Detained
2017,Qtr 4,November,2,7,ROR/Bonded
2017,Qtr 4,November,3,0,Detained
2017,Qtr 4,November,3,6,ROR/Bonded
2017,Qtr 4,November,4,3,ROR/Bonded
2017,Qtr 4,November,5,45,ROR/Bonded
2017,Qtr 4,November,6,0,Detained
2017,Qtr 4,November,6,21,ROR/Bonded
2017,Qtr 4,November,7,1,Detained
2017,Qtr 4,November,7,2,ROR/Bonded
2017,Qtr 4,November,8,0,Detained
2017,Qtr 4,November,8,6,ROR/Bonded
2017,Qtr 4,November,9,2,Detained
2017,Qtr 4,November,9,6,ROR/Bonded
2017,Qtr 4,November,11,10,ROR/Bonded
2017,Qtr 4,November,12,23,ROR/Bonded
2017,Qtr 4,November,13,0,Detained
2017,Qtr 4,November,13,24,ROR/Bonded
2017,Qtr 4,November,14,0,Detained
2017,Qtr 4,November,14,16,ROR/Bonded
2017,Qtr 4,November,15,0,Detained
2017,Qtr 4,November,15,15,ROR/Bonded
2017,Qtr 4,November,16,0,Detained
2017,Qtr 4,November,16,11,ROR/Bonded
2017,Qtr 4,November,17,0,Detained
2017,Qtr 4,November,17,4,ROR/Bonded
2017,Qtr 4,November,18,4,Detained
2017,Qtr 4,November,18,15,ROR/Bonded
2017,Qtr 4,November,20,0,Detained
2017,Qtr 4,November,20,10,ROR/Bonded
2017,Qtr 4,November,21,0,Detained
2017,Qtr 4,November,21,14,ROR/Bonded
2017,Qtr 4,November,22,0,Detained
2017,Qtr 4,November,22,22,ROR/Bonded
2017,Qtr 4,November,24,0,ROR/Bonded
2017,Qtr 4,November,25,15,ROR/Bonded
2017,Qtr 4,November,26,0,ROR/Bonded
2017,Qtr 4,November,27,0,Detained
2017,Qtr 4,November,27,19,ROR/Bonded
2017,Qtr 4,November,28,0,Detained
2017,Qtr 4,November,28,15,ROR/Bonded
2017,Qtr 4,November,29,0,Detained
2017,Qtr 4,November,29,8,ROR/Bonded
2017,Qtr 4,November,30,0,Detained
2017,Qtr 4,November,30,14,ROR/Bonded
2017,Qtr 4,December,1,0,Detained
2017,Qtr 4,December,1,10,ROR/Bonded
2017,Qtr 4,December,2,4,ROR/Bonded
2017,Qtr 4,December,3,3,ROR/Bonded
2017,Qtr 4,December,4,0,Detained
2017,Qtr 4,December,4,19,ROR/Bonded
2017,Qtr 4,December,5,0,Detained
2017,Qtr 4,December,5,24,ROR/Bonded
2017,Qtr 4,December,6,0,Detained
2017,Qtr 4,December,6,8,ROR/Bonded
2017,Qtr 4,December,7,0,Detained
2017,Qtr 4,December,7,28,ROR/Bonded
2017,Qtr 4,December,8,0,Detained
2017,Qtr 4,December,8,5,ROR/Bonded
2017,Qtr 4,December,9,5,ROR/Bonded
2017,Qtr 4,December,10,12,Detained
2017,Qtr 4,December,10,9,ROR/Bonded
2017,Qtr 4,December,11,0,Detained
2017,Qtr 4,December,11,8,ROR/Bonded
2017,Qtr 4,December,12,0,Detained
2017,Qtr 4,December,12,7,ROR/Bonded
2017,Qtr 4,December,13,0,Detained
2017,Qtr 4,December,13,14,ROR/Bonded
2017,Qtr 4,December,14,0,Detained
2017,Qtr 4,December,14,15,ROR/Bonded
2017,Qtr 4,December,15,2,Detained
2017,Qtr 4,December,15,8,ROR/Bonded
2017,Qtr 4,December,16,20,ROR/Bonded
2017,Qtr 4,December,18,0,Detained
2017,Qtr 4,December,18,10,ROR/Bonded
2017,Qtr 4,December,19,0,Detained
2017,Qtr 4,December,19,9,ROR/Bonded
2017,Qtr 4,December,20,0,Detained
2017,Qtr 4,December,20,22,ROR/Bonded
2017,Qtr 4,December,21,0,Detained
2017,Qtr 4,December,21,23,ROR/Bonded
2017,Qtr 4,December,22,0,Detained
2017,Qtr 4,December,22,13,ROR/Bonded
2017,Qtr 4,December,26,0,Detained
2017,Qtr 4,December,26,24,ROR/Bonded
2017,Qtr 4,December,27,0,Detained
2017,Qtr 4,December,27,23,ROR/Bonded
2017,Qtr 4,December,28,0,Detained
2017,Qtr 4,December,28,7,ROR/Bonded
2017,Qtr 4,December,29,0,Detained
2017,Qtr 4,December,29,7,ROR/Bonded
2017,Qtr 4,December,30,30,ROR/Bonded
2017,Qtr 4,December,31,0,ROR/Bonded
2018,Qtr 1,January,2,0,Detained
2018,Qtr 1,January,2,8,ROR/Bonded
2018,Qtr 1,January,3,0,Detained
2018,Qtr 1,January,3,17,ROR/Bonded
2018,Qtr 1,January,4,0,Detained
2018,Qtr 1,January,4,19,ROR/Bonded
2018,Qtr 1,January,5,0,Detained
2018,Qtr 1,January,5,17,ROR/Bonded
2018,Qtr 1,January,6,11,ROR/Bonded
2018,Qtr 1,January,7,0,ROR/Bonded
2018,Qtr 1,January,8,0,Detained
2018,Qtr 1,January,8,14,ROR/Bonded
2018,Qtr 1,January,9,0,Detained
2018,Qtr 1,January,9,17,ROR/Bonded
2018,Qtr 1,January,10,0,Detained
2018,Qtr 1,January,10,19,ROR/Bonded
