Year,Quarter,Month,Day,Victim Race,Number and Percent of Cases
2017,Qtr 2,April,17,Black,1
2017,Qtr 2,April,18,Black,1
2017,Qtr 2,April,20,Black,1
2017,Qtr 2,April,24,Black,2
2017,Qtr 2,May,1,Black,1
2017,Qtr 2,May,8,Black,2
2017,Qtr 2,May,9,Black,4
2017,Qtr 2,May,15,Black,1
2017,Qtr 2,May,17,Black,1
2017,Qtr 2,May,18,Black,1
2017,Qtr 2,May,24,Black,3
2017,Qtr 2,May,25,Black,1
2017,Qtr 2,May,26,Black,1
2017,Qtr 2,May,30,Black,1
2017,Qtr 2,May,31,Black,1
2017,Qtr 2,June,1,Black,1
2017,Qtr 2,June,2,Black,1
2017,Qtr 2,June,5,Black,1
2017,Qtr 2,June,6,Black,2
2017,Qtr 2,June,7,Black,2
2017,Qtr 2,June,9,Black,1
2017,Qtr 2,June,12,Black,3
2017,Qtr 2,June,14,Black,2
2017,Qtr 2,June,15,Black,2
2017,Qtr 2,June,19,Black,1
2017,Qtr 2,June,20,Black,2
2017,Qtr 2,June,27,Black,1
2017,Qtr 2,June,28,Black,1
2017,Qtr 3,July,5,Black,1
2017,Qtr 3,July,7,Black,1
2017,Qtr 3,July,10,Black,4
2017,Qtr 3,July,11,Black,1
2017,Qtr 3,July,13,Black,3
2017,Qtr 3,July,20,Black,1
2017,Qtr 3,July,24,Black,1
2017,Qtr 3,July,25,Black,2
2017,Qtr 3,July,26,Black,2
2017,Qtr 3,July,31,Black,1
2017,Qtr 3,August,1,Black,1
2017,Qtr 3,August,10,Black,2
2017,Qtr 3,August,14,Black,1
2017,Qtr 3,August,22,Black,1
2017,Qtr 3,August,23,Black,2
2017,Qtr 3,August,26,Black,1
2017,Qtr 3,August,28,Black,1
2017,Qtr 3,August,29,Black,1
2017,Qtr 3,August,30,Black,2
2017,Qtr 3,August,31,Black,1
2017,Qtr 3,September,5,Black,1
2017,Qtr 3,September,8,Black,1
2017,Qtr 3,September,9,Black,1
2017,Qtr 3,September,11,Black,1
2017,Qtr 3,September,12,Black,3
2017,Qtr 3,September,14,Black,2
2017,Qtr 3,September,15,Black,1
2017,Qtr 3,September,19,Black,1
2017,Qtr 3,September,20,Black,2
2017,Qtr 3,September,22,Black,1
2017,Qtr 3,September,25,Black,1
2017,Qtr 3,September,26,Black,1
2017,Qtr 3,September,27,Black,1
2017,Qtr 3,September,29,Black,1
2017,Qtr 4,October,2,Black,1
2017,Qtr 4,October,7,Black,1
2017,Qtr 4,October,12,Black,3
2017,Qtr 4,October,23,Black,1
2017,Qtr 4,October,24,Black,2
2017,Qtr 4,October,25,Black,1
2017,Qtr 4,October,27,Black,2
2017,Qtr 4,November,2,Black,1
2017,Qtr 4,November,6,Black,1
2017,Qtr 4,November,7,Black,1
2017,Qtr 4,November,13,Black,2
2017,Qtr 4,November,15,Black,1
2017,Qtr 4,November,16,Black,2
2017,Qtr 4,November,17,Black,1
2017,Qtr 4,November,18,Black,2
2017,Qtr 4,November,20,Black,2
2017,Qtr 4,November,25,Black,1
2017,Qtr 4,November,29,Black,1
2017,Qtr 4,November,30,Black,1
2017,Qtr 4,December,1,Black,1
2017,Qtr 4,December,3,Black,1
2017,Qtr 4,December,5,Black,1
2017,Qtr 4,December,6,Black,1
2017,Qtr 4,December,8,Black,1
2017,Qtr 4,December,9,Black,1
2017,Qtr 4,December,11,Black,1
2017,Qtr 4,December,12,Black,1
2017,Qtr 4,December,15,Black,1
2017,Qtr 4,December,21,Black,1
2017,Qtr 4,December,22,Black,1
2017,Qtr 4,December,26,Black,4
2017,Qtr 4,December,28,Black,1
2017,Qtr 4,December,29,Black,1
2017,Qtr 4,December,30,Black,1
2018,Qtr 1,January,2,Black,1
2018,Qtr 1,January,3,Black,4
2018,Qtr 1,January,4,Black,1
2018,Qtr 1,January,5,Black,1
2018,Qtr 1,January,8,Black,2
2018,Qtr 1,January,10,Black,1
2018,Qtr 1,January,16,Black,1
2018,Qtr 1,January,21,Black,1
2018,Qtr 1,January,23,Black,1
2018,Qtr 1,January,25,Black,1
2018,Qtr 1,January,29,Black,2
2018,Qtr 1,January,30,Black,2
2018,Qtr 1,February,1,Black,1
2018,Qtr 1,February,2,Black,2
2018,Qtr 1,February,5,Black,2
2018,Qtr 1,February,7,Black,1
2018,Qtr 1,February,8,Black,1
2018,Qtr 1,February,12,Black,4
2018,Qtr 1,February,13,Black,1
2018,Qtr 1,February,14,Black,1
2018,Qtr 1,February,20,Black,3
2018,Qtr 1,February,22,Black,1
2018,Qtr 1,February,26,Black,1
2018,Qtr 1,February,28,Black,4
2018,Qtr 1,March,3,Black,1
2018,Qtr 1,March,5,Black,4
2018,Qtr 1,March,6,Black,1
2018,Qtr 1,March,12,Black,2
2018,Qtr 1,March,13,Black,1
2018,Qtr 1,March,14,Black,1
2018,Qtr 1,March,15,Black,1
2018,Qtr 1,March,16,Black,1
2018,Qtr 1,March,19,Black,1
2018,Qtr 1,March,20,Black,1
2018,Qtr 1,March,21,Black,1
2018,Qtr 1,March,22,Black,1
2018,Qtr 1,March,23,Black,1
2018,Qtr 1,March,26,Black,1
2018,Qtr 1,March,29,Black,1
2018,Qtr 2,April,2,Black,3
2018,Qtr 2,April,4,Black,1
2018,Qtr 2,April,5,Black,1
2018,Qtr 2,April,10,Black,1
2018,Qtr 2,April,11,Black,1
2018,Qtr 2,April,16,Black,3
2018,Qtr 2,April,17,Black,2
2018,Qtr 2,April,23,Black,1
2018,Qtr 2,April,28,Black,1
2018,Qtr 2,April,30,Black,1
2018,Qtr 2,May,1,Black,4
2018,Qtr 2,May,5,Black,2
2018,Qtr 2,May,7,Black,1
2018,Qtr 2,May,9,Black,1
2018,Qtr 2,May,10,Black,1
2018,Qtr 2,May,14,Black,1
2018,Qtr 2,May,15,Black,2
2018,Qtr 2,May,17,Black,2
2018,Qtr 2,May,18,Black,1
2018,Qtr 2,May,22,Black,1
2018,Qtr 2,May,24,Black,2
2018,Qtr 2,May,25,Black,1
2018,Qtr 2,May,30,Black,1
2018,Qtr 2,May,31,Black,1
2018,Qtr 2,June,3,Black,2
2018,Qtr 2,June,4,Black,4
2018,Qtr 2,June,5,Black,2
2018,Qtr 2,June,6,Black,1
2018,Qtr 2,June,8,Black,2
2018,Qtr 2,June,10,Black,1
2018,Qtr 2,June,11,Black,3
2018,Qtr 2,June,13,Black,2
2018,Qtr 2,June,17,Black,1
2018,Qtr 2,June,22,Black,1
2018,Qtr 2,June,23,Black,2
2018,Qtr 2,June,25,Black,1
2018,Qtr 2,June,27,Black,1
2018,Qtr 2,June,28,Black,1
2018,Qtr 2,June,30,Black,1
2018,Qtr 3,July,2,Black,1
2018,Qtr 3,July,5,Black,6
2018,Qtr 3,July,6,Black,2
2018,Qtr 3,July,9,Black,1
2018,Qtr 3,July,10,Black,1
2018,Qtr 3,July,11,Black,2
2018,Qtr 3,July,16,Black,1
2018,Qtr 3,July,18,Black,1
2018,Qtr 3,July,19,Black,1
2018,Qtr 3,July,20,Black,2
2018,Qtr 3,July,23,Black,1
2018,Qtr 3,July,24,Black,1
2018,Qtr 3,July,25,Black,3
2018,Qtr 3,July,26,Black,1
2018,Qtr 3,July,27,Black,1
2018,Qtr 3,July,30,Black,3
2018,Qtr 3,August,1,Black,1
2018,Qtr 3,August,2,Black,1
2018,Qtr 3,August,6,Black,3
2018,Qtr 3,August,7,Black,3
2018,Qtr 3,August,8,Black,2
2018,Qtr 3,August,9,Black,2
2018,Qtr 3,August,13,Black,3
2018,Qtr 3,August,14,Black,4
2018,Qtr 3,August,15,Black,2
2018,Qtr 3,August,16,Black,1
2018,Qtr 3,August,17,Black,2
2018,Qtr 3,August,22,Black,2
2018,Qtr 3,August,23,Black,3
2018,Qtr 3,August,24,Black,1
2018,Qtr 3,August,27,Black,2
2018,Qtr 3,August,29,Black,1
2018,Qtr 3,September,4,Black,2
2018,Qtr 3,September,6,Black,1
2018,Qtr 3,September,10,Black,1
2018,Qtr 3,September,12,Black,4
2018,Qtr 3,September,13,Black,2
2018,Qtr 3,September,14,Black,1
2018,Qtr 3,September,17,Black,1
2018,Qtr 3,September,20,Black,3
2018,Qtr 3,September,21,Black,2
2018,Qtr 3,September,24,Black,3
2018,Qtr 3,September,25,Black,1
2018,Qtr 3,September,26,Black,4
2018,Qtr 3,September,27,Black,3
2018,Qtr 3,September,28,Black,1
2018,Qtr 4,October,1,Black,4
2018,Qtr 4,October,3,Black,1
2018,Qtr 4,October,5,Black,1
2018,Qtr 4,October,10,Black,1
2018,Qtr 4,October,11,Black,1
2018,Qtr 4,October,15,Black,1
2018,Qtr 4,October,16,Black,2
2018,Qtr 4,October,18,Black,2
2018,Qtr 4,October,19,Black,1
2018,Qtr 4,October,22,Black,4
2018,Qtr 4,October,23,Black,1
2018,Qtr 4,October,24,Black,1
2018,Qtr 4,November,1,Black,1
2018,Qtr 4,November,2,Black,2
2018,Qtr 4,November,5,Black,4
2018,Qtr 4,November,7,Black,1
2018,Qtr 4,November,9,Black,1
2018,Qtr 4,November,14,Black,3
2018,Qtr 4,November,15,Black,2
2018,Qtr 4,November,16,Black,1
2018,Qtr 4,November,20,Black,1
2018,Qtr 4,November,21,Black,2
2018,Qtr 4,November,26,Black,2
2018,Qtr 4,November,28,Black,1
2018,Qtr 4,November,29,Black,1
2018,Qtr 4,December,3,Black,1
2018,Qtr 4,December,6,Black,1
2018,Qtr 4,December,10,Black,1
2018,Qtr 4,December,11,Black,1
2018,Qtr 4,December,14,Black,1
2018,Qtr 4,December,17,Black,1
2018,Qtr 4,December,18,Black,1
2018,Qtr 4,December,19,Black,2
2018,Qtr 4,December,20,Black,2
2018,Qtr 4,December,24,Black,3
2018,Qtr 4,December,31,Black,2
2019,Qtr 1,January,2,Black,2
2019,Qtr 1,January,3,Black,1
2019,Qtr 1,January,4,Black,1
2019,Qtr 1,January,7,Black,3
2019,Qtr 1,January,8,Black,1
2019,Qtr 1,January,10,Black,1
2019,Qtr 1,January,14,Black,3
2019,Qtr 1,January,17,Black,2
2019,Qtr 1,January,18,Black,2
2019,Qtr 1,January,22,Black,2
2019,Qtr 1,January,28,Black,2
2019,Qtr 1,January,29,Black,1
2019,Qtr 1,January,31,Black,1
2019,Qtr 1,February,2,Black,1
2019,Qtr 1,February,4,Black,1
2019,Qtr 1,February,6,Black,1
2019,Qtr 1,February,7,Black,1
2019,Qtr 1,February,8,Black,1
2019,Qtr 1,February,11,Black,2
2019,Qtr 1,February,12,Black,1
2019,Qtr 1,February,13,Black,3
2019,Qtr 1,February,14,Black,1
2019,Qtr 1,February,16,Black,1
2019,Qtr 1,February,19,Black,1
2019,Qtr 1,February,21,Black,2
2019,Qtr 1,February,22,Black,2
2019,Qtr 1,February,25,Black,2
2019,Qtr 1,February,28,Black,1
2019,Qtr 1,March,1,Black,1
2019,Qtr 1,March,6,Black,1
2019,Qtr 1,March,7,Black,2
2019,Qtr 1,March,8,Black,1
2019,Qtr 1,March,11,Black,1
2019,Qtr 1,March,12,Black,1
2019,Qtr 1,March,13,Black,1
2019,Qtr 1,March,18,Black,1
2019,Qtr 1,March,19,Black,1
2019,Qtr 1,March,20,Black,1
2019,Qtr 1,March,25,Black,1
2019,Qtr 1,March,27,Black,2
2019,Qtr 1,March,28,Black,1
2019,Qtr 1,March,29,Black,1
2019,Qtr 2,April,2,Black,3
2019,Qtr 2,April,4,Black,2
2019,Qtr 2,April,10,Black,1
2019,Qtr 2,April,15,Black,1
2019,Qtr 2,April,16,Black,6
2019,Qtr 2,April,18,Black,1
2019,Qtr 2,April,19,Black,1
2019,Qtr 2,April,20,Black,1
2019,Qtr 2,April,23,Black,2
2019,Qtr 2,April,26,Black,2
2019,Qtr 2,May,2,Black,2
2019,Qtr 2,May,6,Black,2
2019,Qtr 2,May,7,Black,3
2019,Qtr 2,May,9,Black,1
2019,Qtr 2,May,10,Black,1
2019,Qtr 2,May,13,Black,1
2019,Qtr 2,May,14,Black,2
2019,Qtr 2,May,21,Black,3
2019,Qtr 2,May,22,Black,2
2019,Qtr 2,May,28,Black,1
2019,Qtr 2,May,29,Black,1
2019,Qtr 2,May,30,Black,1
2019,Qtr 2,May,31,Black,1
2019,Qtr 2,June,3,Black,1
2019,Qtr 2,June,4,Black,1
2019,Qtr 2,June,5,Black,1
2019,Qtr 2,June,6,Black,2
2019,Qtr 2,June,10,Black,3
2019,Qtr 2,June,11,Black,1
2019,Qtr 2,June,17,Black,1
2019,Qtr 2,June,18,Black,1
2019,Qtr 2,June,19,Black,1
2019,Qtr 2,June,20,Black,1
2019,Qtr 2,June,24,Black,1
2019,Qtr 2,June,26,Black,2
2019,Qtr 2,June,27,Black,4
2019,Qtr 2,June,28,Black,1
2019,Qtr 3,July,1,Black,2
2019,Qtr 3,July,2,Black,1
2019,Qtr 3,July,9,Black,2
2019,Qtr 3,July,11,Black,3
2019,Qtr 3,July,12,Black,2
2019,Qtr 3,July,18,Black,1
2019,Qtr 3,July,19,Black,1
2019,Qtr 3,July,22,Black,1
2019,Qtr 3,July,23,Black,1
2019,Qtr 3,July,25,Black,1
2019,Qtr 3,July,29,Black,1
2019,Qtr 3,July,31,Black,1
2019,Qtr 3,August,2,Black,1
2019,Qtr 3,August,13,Black,1
2019,Qtr 3,August,14,Black,3
2019,Qtr 3,August,15,Black,1
2019,Qtr 3,August,17,Black,2
2019,Qtr 3,August,19,Black,1
2019,Qtr 3,August,22,Black,1
2019,Qtr 3,August,26,Black,1
2019,Qtr 3,August,27,Black,1
2019,Qtr 3,September,3,Black,2
2019,Qtr 3,September,5,Black,3
2019,Qtr 3,September,8,Black,1
2019,Qtr 3,September,10,Black,2
2019,Qtr 3,September,12,Black,3
2019,Qtr 3,September,13,Black,1
2019,Qtr 3,September,16,Black,1
2019,Qtr 3,September,23,Black,2
2019,Qtr 3,September,25,Black,1
2019,Qtr 3,September,30,Black,1
2019,Qtr 4,October,7,Black,2
2019,Qtr 4,October,11,Black,1
2019,Qtr 4,October,15,Black,3
2019,Qtr 4,October,16,Black,1
2019,Qtr 4,October,17,Black,1
2019,Qtr 4,October,22,Black,4
2019,Qtr 4,October,23,Black,1
2019,Qtr 4,October,24,Black,1
2019,Qtr 4,October,25,Black,1
2019,Qtr 4,October,28,Black,4
2019,Qtr 4,October,29,Black,1
2019,Qtr 4,October,31,Black,1
2019,Qtr 4,November,4,Black,1
2019,Qtr 4,November,5,Black,1
2019,Qtr 4,November,6,Black,2
2019,Qtr 4,November,7,Black,1
2019,Qtr 4,November,12,Black,3
2019,Qtr 4,November,13,Black,2
2019,Qtr 4,November,20,Black,1
2019,Qtr 4,November,22,Black,1
2019,Qtr 4,November,25,Black,2
2019,Qtr 4,November,27,Black,1
2019,Qtr 4,December,5,Black,2
2019,Qtr 4,December,10,Black,1
2019,Qtr 4,December,12,Black,1
2019,Qtr 4,December,13,Black,1
2019,Qtr 4,December,16,Black,2
2019,Qtr 4,December,20,Black,1
2019,Qtr 4,December,23,Black,2
2020,Qtr 1,January,3,Black,1
2020,Qtr 1,January,6,Black,1
2020,Qtr 1,January,9,Black,1
2020,Qtr 1,January,10,Black,1
2020,Qtr 1,January,12,Black,1
2020,Qtr 1,January,13,Black,2
2020,Qtr 1,January,14,Black,3
2020,Qtr 1,January,16,Black,2
2020,Qtr 1,January,21,Black,2
2020,Qtr 1,January,23,Black,1
2020,Qtr 1,January,27,Black,2
2020,Qtr 1,January,28,Black,2
2020,Qtr 1,February,3,Black,3
2020,Qtr 1,February,4,Black,1
2020,Qtr 1,February,5,Black,1
2020,Qtr 1,February,10,Black,1
2020,Qtr 1,February,11,Black,1
2020,Qtr 1,February,14,Black,2
2020,Qtr 1,February,18,Black,2
2020,Qtr 1,February,19,Black,2
2020,Qtr 1,February,20,Black,2
2020,Qtr 1,February,21,Black,3
2020,Qtr 1,February,25,Black,1
2020,Qtr 1,February,26,Black,1
2020,Qtr 1,February,27,Black,1
2020,Qtr 1,March,2,Black,1
2020,Qtr 1,March,3,Black,4
2020,Qtr 1,March,4,Black,2
2020,Qtr 1,March,5,Black,1
2020,Qtr 1,March,9,Black,1
2020,Qtr 1,March,11,Black,1
2020,Qtr 1,March,16,Black,1
2020,Qtr 1,March,23,Black,1
2020,Qtr 1,March,24,Black,1
2020,Qtr 1,March,27,Black,1
2020,Qtr 2,April,1,Black,1
2020,Qtr 2,April,6,Black,3
2020,Qtr 2,April,7,Black,2
2020,Qtr 2,April,9,Black,1
2020,Qtr 2,April,13,Black,1
2020,Qtr 2,April,15,Black,1
2020,Qtr 2,April,16,Black,2
2020,Qtr 2,April,17,Black,1
2020,Qtr 2,April,20,Black,4
2020,Qtr 2,April,21,Black,1
2020,Qtr 2,April,22,Black,1
2020,Qtr 2,April,23,Black,2
2020,Qtr 2,April,26,Black,1
2020,Qtr 2,April,27,Black,1
2020,Qtr 2,April,30,Black,2
2020,Qtr 2,May,1,Black,1
2020,Qtr 2,May,4,Black,1
2020,Qtr 2,May,5,Black,1
2020,Qtr 2,May,6,Black,1
2020,Qtr 2,May,7,Black,1
2020,Qtr 2,May,8,Black,1
2020,Qtr 2,May,10,Black,1
2020,Qtr 2,May,11,Black,1
2020,Qtr 2,May,12,Black,3
2020,Qtr 2,May,13,Black,4
2020,Qtr 2,May,14,Black,1
2020,Qtr 2,May,21,Black,3
2020,Qtr 2,May,22,Black,1
2020,Qtr 2,May,26,Black,4
2020,Qtr 2,June,1,Black,1
2020,Qtr 2,June,3,Black,1
2020,Qtr 2,June,4,Black,1
2020,Qtr 2,June,8,Black,1
2020,Qtr 2,June,16,Black,1
2020,Qtr 2,June,18,Black,1
2020,Qtr 2,June,22,Black,1
2020,Qtr 2,June,25,Black,1
2020,Qtr 2,June,29,Black,1
2020,Qtr 2,June,30,Black,1
2020,Qtr 3,July,1,Black,4
2020,Qtr 3,July,6,Black,1
2020,Qtr 3,July,7,Black,4
2020,Qtr 3,July,8,Black,2
2020,Qtr 3,July,9,Black,1
2020,Qtr 3,July,13,Black,1
2020,Qtr 3,July,14,Black,2
2020,Qtr 3,July,20,Black,1
2020,Qtr 3,July,21,Black,1
2020,Qtr 3,July,22,Black,1
2020,Qtr 3,July,25,Black,1
2020,Qtr 3,July,27,Black,5
2020,Qtr 3,July,28,Black,1
2020,Qtr 3,July,29,Black,1
2020,Qtr 3,August,3,Black,1
2020,Qtr 3,August,4,Black,4
2020,Qtr 3,August,6,Black,2
2020,Qtr 3,August,7,Black,1
2020,Qtr 3,August,10,Black,1
2020,Qtr 3,August,11,Black,2
2020,Qtr 3,August,14,Black,1
2020,Qtr 3,August,17,Black,1
2020,Qtr 3,August,20,Black,1
2020,Qtr 3,August,21,Black,1
2020,Qtr 3,August,24,Black,3
2020,Qtr 3,August,25,Black,1
2020,Qtr 3,August,28,Black,2
2020,Qtr 3,August,31,Black,1
2020,Qtr 3,September,1,Black,1
2020,Qtr 3,September,2,Black,2
2020,Qtr 3,September,8,Black,1
2020,Qtr 3,September,9,Black,2
2020,Qtr 3,September,11,Black,1
2020,Qtr 3,September,14,Black,2
2020,Qtr 3,September,15,Black,1
2020,Qtr 3,September,17,Black,1
2020,Qtr 3,September,24,Black,1
2020,Qtr 3,September,25,Black,2
2020,Qtr 3,September,28,Black,4
2020,Qtr 3,September,30,Black,1
2020,Qtr 4,October,5,Black,1
2020,Qtr 4,October,6,Black,1
2020,Qtr 4,October,8,Black,1
2020,Qtr 4,October,9,Black,2
2020,Qtr 4,October,12,Black,1
2020,Qtr 4,October,13,Black,3
2020,Qtr 4,October,15,Black,2
2020,Qtr 4,October,19,Black,1
2020,Qtr 4,October,21,Black,1
2020,Qtr 4,October,23,Black,2
2020,Qtr 4,October,24,Black,1
2020,Qtr 4,October,26,Black,2
2020,Qtr 4,November,2,Black,1
2020,Qtr 4,November,3,Black,1
2020,Qtr 4,November,10,Black,3
2020,Qtr 4,November,16,Black,2
2020,Qtr 4,November,18,Black,1
2020,Qtr 4,November,21,Black,1
2020,Qtr 4,November,24,Black,5
2020,Qtr 4,November,28,Black,1
2020,Qtr 4,November,30,Black,1
2020,Qtr 4,December,4,Black,2
2020,Qtr 4,December,8,Black,1
2020,Qtr 4,December,9,Black,1
2020,Qtr 4,December,10,Black,2
2020,Qtr 4,December,11,Black,1
2020,Qtr 4,December,14,Black,1
2020,Qtr 4,December,18,Black,2
2020,Qtr 4,December,22,Black,1
2020,Qtr 4,December,23,Black,1
2020,Qtr 4,December,28,Black,1
2020,Qtr 4,December,30,Black,2
2021,Qtr 1,January,4,Black,2
2021,Qtr 1,January,5,Black,3
2021,Qtr 1,January,6,Black,1
2021,Qtr 1,January,7,Black,2
2021,Qtr 1,January,11,Black,5
2021,Qtr 1,January,12,Black,1
2021,Qtr 1,January,13,Black,1
2021,Qtr 1,January,15,Black,2
2021,Qtr 1,January,19,Black,3
2021,Qtr 1,January,20,Black,5
2021,Qtr 1,January,21,Black,1
2021,Qtr 1,January,22,Black,1
2021,Qtr 1,January,25,Black,3
2021,Qtr 1,January,27,Black,2
2021,Qtr 1,January,28,Black,1
2021,Qtr 1,February,1,Black,1
2021,Qtr 1,February,3,Black,1
2021,Qtr 1,February,8,Black,2
2021,Qtr 1,February,9,Black,1
2021,Qtr 1,February,12,Black,1
2021,Qtr 1,February,17,Black,3
2021,Qtr 1,February,18,Black,1
2021,Qtr 1,February,22,Black,2
2021,Qtr 1,February,23,Black,3
2021,Qtr 1,February,24,Black,1
2021,Qtr 1,March,2,Black,3
2021,Qtr 1,March,3,Black,1
2021,Qtr 1,March,4,Black,1
2021,Qtr 1,March,9,Black,3
2021,Qtr 1,March,11,Black,1
2021,Qtr 1,March,12,Black,2
2021,Qtr 1,March,19,Black,4
2021,Qtr 1,March,22,Black,1
2021,Qtr 1,March,23,Black,4
2021,Qtr 1,March,24,Black,1
2021,Qtr 1,March,29,Black,1
2021,Qtr 1,March,30,Black,2
2021,Qtr 1,March,31,Black,1
2021,Qtr 2,April,1,Black,3
2021,Qtr 2,April,5,Black,3
2021,Qtr 2,April,6,Black,2
2021,Qtr 2,April,10,Black,1
2021,Qtr 2,April,12,Black,2
2021,Qtr 2,April,13,Black,3
2021,Qtr 2,April,14,Black,2
2021,Qtr 2,April,15,Black,3
2021,Qtr 2,April,19,Black,4
2021,Qtr 2,April,20,Black,3
2021,Qtr 2,April,22,Black,1
2021,Qtr 2,April,23,Black,1
2021,Qtr 2,April,26,Black,1
2021,Qtr 2,April,29,Black,1
2021,Qtr 2,May,3,Black,1
2021,Qtr 2,May,4,Black,3
2021,Qtr 2,May,6,Black,1
2021,Qtr 2,May,10,Black,2
2021,Qtr 2,May,11,Black,3
2021,Qtr 2,May,12,Black,5
2021,Qtr 2,May,13,Black,3
2021,Qtr 2,May,17,Black,3
2021,Qtr 2,May,21,Black,1
2021,Qtr 2,May,24,Black,4
2021,Qtr 2,May,25,Black,1
2021,Qtr 2,May,28,Black,1
2021,Qtr 2,June,1,Black,2
2021,Qtr 2,June,2,Black,1
2021,Qtr 2,June,7,Black,3
2021,Qtr 2,June,9,Black,3
2021,Qtr 2,June,10,Black,1
2021,Qtr 2,June,14,Black,3
2021,Qtr 2,June,24,Black,3
2021,Qtr 2,June,28,Black,2
2021,Qtr 2,June,29,Black,2
2021,Qtr 3,July,7,Black,2
2021,Qtr 3,July,8,Black,1
2021,Qtr 3,July,9,Black,2
2021,Qtr 3,July,12,Black,3
2021,Qtr 3,July,13,Black,2
2021,Qtr 3,July,14,Black,2
2021,Qtr 3,July,19,Black,2
2021,Qtr 3,July,20,Black,2
2021,Qtr 3,July,23,Black,2
2021,Qtr 3,July,26,Black,2
2021,Qtr 3,July,27,Black,1
2021,Qtr 3,July,28,Black,2
2021,Qtr 3,August,3,Black,2
2021,Qtr 3,August,4,Black,2
2021,Qtr 3,August,5,Black,1
2021,Qtr 3,August,6,Black,1
2021,Qtr 3,August,9,Black,2
2021,Qtr 3,August,10,Black,3
2021,Qtr 3,August,11,Black,1
2021,Qtr 3,August,13,Black,1
2021,Qtr 3,August,16,Black,2
2021,Qtr 3,August,17,Black,1
2021,Qtr 3,August,18,Black,1
2021,Qtr 3,August,19,Black,1
2021,Qtr 3,August,23,Black,2
2021,Qtr 3,August,24,Black,2
2021,Qtr 3,August,26,Black,1
2021,Qtr 3,August,30,Black,1
2021,Qtr 3,August,31,Black,3
2021,Qtr 3,September,7,Black,2
2021,Qtr 3,September,8,Black,3
2021,Qtr 3,September,9,Black,2
2021,Qtr 3,September,10,Black,6
2021,Qtr 3,September,13,Black,2
2021,Qtr 3,September,14,Black,1
2021,Qtr 3,September,16,Black,1
2021,Qtr 3,September,17,Black,3
2021,Qtr 3,September,21,Black,1
2021,Qtr 3,September,22,Black,3
2021,Qtr 3,September,23,Black,3
2021,Qtr 3,September,24,Black,1
2021,Qtr 3,September,28,Black,1
2021,Qtr 3,September,29,Black,4
2021,Qtr 3,September,30,Black,1
2021,Qtr 4,October,1,Black,1
2021,Qtr 4,October,4,Black,4
2021,Qtr 4,October,7,Black,3
2021,Qtr 4,October,8,Black,4
2021,Qtr 4,October,12,Black,2
2021,Qtr 4,October,13,Black,1
2021,Qtr 4,October,14,Black,2
2021,Qtr 4,October,15,Black,4
2021,Qtr 4,October,18,Black,1
2021,Qtr 4,October,20,Black,1
2021,Qtr 4,October,21,Black,1
2021,Qtr 4,October,25,Black,4
2021,Qtr 4,October,26,Black,2
2021,Qtr 4,October,28,Black,1
2021,Qtr 4,October,30,Black,1
2021,Qtr 4,October,31,Black,1
2021,Qtr 4,November,3,Black,1
2021,Qtr 4,November,4,Black,4
2021,Qtr 4,November,6,Black,1
2021,Qtr 4,November,9,Black,1
2021,Qtr 4,November,15,Black,5
2021,Qtr 4,November,18,Black,1
2021,Qtr 4,November,19,Black,2
2021,Qtr 4,November,21,Black,1
2021,Qtr 4,November,23,Black,1
2021,Qtr 4,November,29,Black,2
2021,Qtr 4,November,30,Black,1
2021,Qtr 4,December,7,Black,1
2021,Qtr 4,December,8,Black,1
2021,Qtr 4,December,9,Black,1
2021,Qtr 4,December,10,Black,3
2021,Qtr 4,December,13,Black,1
2021,Qtr 4,December,14,Black,2
2021,Qtr 4,December,20,Black,1
2021,Qtr 4,December,21,Black,2
2021,Qtr 4,December,22,Black,5
2021,Qtr 4,December,27,Black,1
2021,Qtr 4,December,28,Black,1
2021,Qtr 4,December,30,Black,1
2022,Qtr 1,January,2,Black,1
2022,Qtr 1,January,3,Black,2
2022,Qtr 1,January,5,Black,1
2022,Qtr 1,January,9,Black,2
2022,Qtr 1,January,10,Black,2
2022,Qtr 1,January,11,Black,4
2022,Qtr 1,January,12,Black,1
2022,Qtr 1,January,13,Black,2
2022,Qtr 1,January,14,Black,2
2022,Qtr 1,January,18,Black,1
2022,Qtr 1,January,19,Black,5
2022,Qtr 1,January,20,Black,2
2022,Qtr 1,January,25,Black,3
2022,Qtr 1,January,27,Black,2
2022,Qtr 1,January,28,Black,1
2022,Qtr 1,February,1,Black,4
2022,Qtr 1,February,2,Black,1
2022,Qtr 1,February,3,Black,1
2022,Qtr 1,February,4,Black,1
2022,Qtr 1,February,7,Black,1
2022,Qtr 1,February,8,Black,2
2022,Qtr 1,February,9,Black,1
2022,Qtr 1,February,10,Black,2
2022,Qtr 1,February,11,Black,1
2022,Qtr 1,February,15,Black,2
2022,Qtr 1,February,16,Black,1
2022,Qtr 1,February,19,Black,1
2022,Qtr 1,February,22,Black,1
2022,Qtr 1,February,23,Black,1
2022,Qtr 1,February,24,Black,2
2022,Qtr 1,February,26,Black,2
2022,Qtr 1,February,27,Black,2
2022,Qtr 1,February,28,Black,1
2022,Qtr 1,March,1,Black,2
2022,Qtr 1,March,2,Black,3
2022,Qtr 1,March,3,Black,1
2022,Qtr 1,March,5,Black,1
2022,Qtr 1,March,6,Black,2
